item_id,short_title,title,year,period,google_scholar_link,vegetated_strip_description,nation,study_country,study_location,latitute,longitude,studydesign_observational,studydesign_manipulative,Study length (years),Time since intervention (years),spatialscale_plot,spatialscale_field,spatialscale_farm,spatialscale_catchment,spatialscale_regional,spatialscale_notdescribed,measurementquarter_Q1,measurementquarter_Q2,measurementquarter_Q3,measurementquarter_Q4,measurementquarter_notdescribed,farmingsystem_conventional,farmingsystem_organic,farmingsystem_notdescribed,farmingproductionsystem_livestock,farmingproductionsystem_livestockinfo,farmingproductionsystem_croppedfields,farmingproductionsystem_croppedfieldsinfo,farmingproductionsystem_horticulture,farmingproductionsystem_horticultureinfo,farmingproductionsystem_viticulture,farmingproductionsystem_viticultureinfo,farmingproductionsystem_fruit,farmingproductionsystem_fruitinfo,farmingproductionsystem_grassland,farmingproductionsystem_grasslandinfo,farmingproductionsystem_other,farmingproductionsystem_otherinfo,farmingproductionsystem_notdescribed,farmingproductionsystem_notdescribedinfo,vegetationtype_grasses,vegetationtype_grassesinfo,vegetationtype_wildflowers,vegetationtype_wildflowersinfo,vegetationtype_shrubs,vegetationtype_shrubsinfo,vegetationtype_hedgerow,vegetationtype_hedgerowinfo,vegetationtype_trees,vegetationtype_treesinfo,vegetationtype_other,vegetationtype_otherinfo,vegetationtype_notdescribed,vegetationtype_notdescribedinfo,striplocation_withinfield,striplocation_fieldedge,striplocation_riparian,striplocation_notdescribed,stripmanagement_unmanaged,stripmanagement_unmanagedinfo,stripmanagement_soilamendment,stripmanagement_soilamendmentinfo,stripmanagement_soildisturbed,stripmanagement_soildisturbedinfo,stripmanagement_cut,stripmanagement_cutinfo,stripmanagement_grazed,stripmanagement_grazedinfo,stripmanagement_harvested,stripmanagement_harvestedinfo,stripmanagement_sownplanted,stripmanagement_sownplantedinfo,stripmanagement_pesticide,stripmanagement_pesticideinfo,stripmanagement_managedother,stripmanagement_managedotherinfo,stripmanagement_notdescribed,stripmanagement_notdescribedinfo
21568035,Bright (2015),Higher-tier agri-environment scheme enhances breeding densities of some priority farmland birds in England,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Higher-tier+agri-environment+scheme+enhances+breeding+densities+of+some+priority+farmland+birds+in+E&btnG=&hl=en&as_sdt=0%2C5,"Hedge, margin, ditch",UK,UK,"East Anglia (The Fens, North West Norfolk, East Anglian Chalk, Breckland, Bedfordshire and Cambridgeshire Claylands), West Midlands (Shropshire, Cheshire & Staffordshire Plain), Oxfordshire (The Cotswolds, Oxfordshire Upper Thames Clay Vales, Midvale Ridge)",52.499552,-0.780979,Observational,,4,04-Jun,,,Farm scale,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,Grassland,,,,,,,,,,,,Hedgerow,,,,Other (please specify),"Margins suitable for grey partridge, managed ditches",,,,Field edge,,,,,,,,,,,,,,,,,,,Managed (other),Managed ditches,,
21568039,Bro (2004),Impact of habitat management on grey partridge populations: assessing wildlife cover using a multisite BACI experiment,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Impact+of+habitat+management+on+grey+partridge+populations:+assessing+wildlife+cover+using+a+multisi&btnG=&hl=en&as_sdt=0%2C5,Cover strip,France,France,"Beauce, Grande Beauce and Champagne Berrichonne regions",46.82181,2.112052,,Manipulative,5,3,,,,,Regional scale,,Q1,,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),"Maize–sorghum, maize–millet, sorghum–millet, kale-based, grass and lucerne mixtures",,,Within field,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,
21568045,Bryja (2000),Small mammal communities in newly planted biocorridors and their surroundings in southern Moravia (Czech Republic),2000,2000-2004,http://scholar.google.co.uk/scholar?q=Small+mammal+communities+in+newly+planted+biocorridors+and+their+surroundings+in+southern+Moravia+(C&btnG=&hl=en&as_sdt=0%2C5,Biocorridor,Czech Republic,Czech Republic,"Vlko_, Hodonín, southern Moravia",49.197442,16.603161,Observational,,5,5,Plot scale,,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"Wheat, maize",,,,,,,,,,,,,,,,,Shrubs,,,,Trees,,,,,,Within field,,,,,,,,Soil disturbed,"""Ploughed in the first years after planting""",,,,,,,Sown/planted,,,,Managed (other),Fenced,,
21568048,Büchi (2002),Mortality of pollen beetle (Meligethes spp.) larvae due to predators and parasitoids in rape fields and the effect of conservation strips,2002,2000-2004,http://scholar.google.co.uk/scholar?q=Mortality+of+pollen+beetle+(Meligethes+spp.)+larvae+due+to+predators+and+parasitoids+in+rape+fields+&btnG=&hl=en&as_sdt=0%2C5,"Conservation strip, wildflower strip",Switzerland,Switzerland,"Schaffhausen, Aargau and Zurich cantons",47.57723,8.534672,Observational,,4,Not stated,,Field scale,,,,,,Q2,,,,,,Not described,,,Cropped fields (arable),Oil seed rape,,,,,,,,,,,,,,,Wildflowers,,,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21568051,Buddle (2004),Ground-dwelling Spider Assemblages Inhabiting Riparian Forests and Hedgerows in an Agricultural Landscape,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Ground-dwelling+Spider+Assemblages+Inhabiting+Riparian+Forests+and+Hedgerows+in+an+Agricultural+Land&btnG=&hl=en&as_sdt=0%2C5,"Riparian forest, hedgerow",USA,"Ohio, USA","Four Mile Creek and Seven Mile Creek, near Oxford, south-west Ohio",39.506997,-84.745231,Observational,,<1,Not stated,,,,Catchment scale,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),"Soybeans, corn",,,,,,,,,,,,,,,,,,,Hedgerow,"""Hedgerows differed somewhat from riparian forests, as black locust Robinia pseudoacacia L. and osage orange Maclura pomifera (Raf.) Nuttall were more common in the overstory, while the understory was dominated by the invasive Amur honeysuckle Lonicera maackii (Rupr.) Herder""",Trees,"Riparian forests were ""dominated by red maple Acer rubrum L., American beech Fagus grandifolia Ehrh. and sycamore Platanus occidentalis""",,,,,,Field edge,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21568055,Burel (1996),Hedgerows and their role in agricultural landscapes,1996,1995-1999,http://scholar.google.co.uk/scholar?q=Hedgerows+and+their+role+in+agricultural+landscapes&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,France,France,Western Brittany,48.230657,-3.965512,Observational,,<1,Not stated,,,,,Regional scale,,,,,,Not described,,,Not described,,,Cropped fields (arable),"Maize, beets",,,,,,,Grassland,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21568057,Burel (1995),"Social, aesthetic and ecological aspects of hedgerows in rural landscapes as a framework for greenways",1995,1995-1999,"http://scholar.google.co.uk/scholar?q=Social,+aesthetic+and+ecological+aspects+of+hedgerows+in+rural+landscapes+as+a+framework+for+greenwa&btnG=&hl=en&as_sdt=0%2C5","Hedgerow, greenway",France,France,"Ercé-en-Lamée, Brittany",47.830016,-1.560131,Observational,,<1,Not stated,,,,,Regional scale,,,,,,Not described,,,Not described,Livestock,,Cropped fields (arable),,,,,,,,Grassland,,,,,,,,,,,,Hedgerow,"""Hedgerows are composed of an earthen bank where rows of trees are frown, and are usually bordered by a ditch. Their structure varies with height and spape of the earthen bank, the nautre of the dominant tree species and the way they are pruned""",,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21568062,Burgess (2015),Influence of agri-environment scheme options on territory settlement by Yellowhammer (Emberiza citronella) and Corn Bunting (Emberiza calandra),2015,2015-2016,http://scholar.google.co.uk/scholar?q=Influence+of+agri-environment+scheme+options+on+territory+settlement+by+Yellowhammer+(Emberiza+citro&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,"Cotswolds, West Midlands and East Anglia",52.109151,-0.711515,Observational,,<1,Not stated,,,Farm scale,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,Grassland,,,,,,,,,,,,Hedgerow,,,,Other (please specify),Wild bird seed mix crop species,,,,Field edge,,,,,,,,,Cut,,,,,,,,,,,,Not described,
21568064,Burgio (2015),"The Influence of Vegetation and Landscape Structural Connectivity on Butterflies (Lepidoptera: Papilionoidea and Hesperiidae), Carabids (Coleoptera: Carabidae), Syrphids (Diptera: Syrphidae), and Sawflies (Hymenoptera: Symphyta) in Northern Italy Farmland",2015,2015-2016,http://scholar.google.co.uk/scholar?q=The+Influence+of+Vegetation+and+Landscape+Structural+Connectivity+on+Butterflies+(Lepidoptera:+Papil&btnG=&hl=en&as_sdt=0%2C5,"Field margin, hedgerow",Italy,Italy,Modena and Reggio Emilia,44.659127,10.789016,Observational,,3,Not stated,,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),"Wheat, alfalfa, maize",,,,,,,,,,,,,,,,,,,Hedgerow,"Shrubby hedgerows, tree hedgerows",,,Other (please specify),Weedy margins,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21568066,Burt (2013),"The impact of cattle farming best management practices on surface water nutrient concentrations, faecal bacteria and algal dominance in the Lake Oconee watershed",2013,2010-2014,"http://scholar.google.co.uk/scholar?q=The+impact+of+cattle+farming+best+management+practices+on+surface+water+nutrient+concentrations,+fae&btnG=&hl=en&as_sdt=0%2C5",Riparian buffer,USA,"Georgia, USA","Oconee River arm and Apalachee River arm, Upper Oconee River Basin",31.860707,-82.070674,Observational,,<1,Not stated,,Field scale,,,,,Q1,Q2,Q3,,,,,Not described,Livestock,Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,Not described,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21568069,Busch (2000),"Habitat selection by Calomys musculinus (Muridae, Sigmodontinae) in crop areas of the pampean region, Argentina",2000,2000-2004,"http://scholar.google.co.uk/scholar?q=Habitat+selection+by+Calomys+musculinus+(Muridae,+Sigmodontinae)+in+crop+areas+of+the+pampean+region&btnG=&hl=en&as_sdt=0%2C5",Crop border,Argentina,Argentina,"Diego Gaynor (34 8 S, 59 14 W), Buenos Aires",-34.133333,-59.233333,Observational,,2,Not stated,,Field scale,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,,,,,Not described,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21568070,Butet (2006),Seasonal changes in small mammal assemblages from field boundaries in an agricultural landscape of western France,2006,2005-2009,http://scholar.google.co.uk/scholar?q=Seasonal+changes+in+small+mammal+assemblages+from+field+boundaries+in+an+agricultural+landscape+of+w&btnG=&hl=en&as_sdt=0%2C5,Field boundary,France,France,"Mont-Saint-Michel Bay (48 36 N, 1 32 W)",48.599992,-1.533343,Observational,,2,Not stated,Plot scale,,,,Regional scale,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),Cereals and vegetables,,,,,,,Grassland,,,,,,Grasses,Grassy banks,,,,,Hedgerow,Hedges,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21568081,Campagne (2006),Factors explaining shrub species distribution in hedgerows of a mountain landscape,2006,2005-2009,http://scholar.google.co.uk/scholar?q=Factors+explaining+shrub+species+distribution+in+hedgerows+of+a+mountain+landscape&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,France,France,"Champsaur Valley (44 39 52.6896 N, 3 46 26.13 E)",44.575946,3.758214,Observational,,<1,Not stated,,,,,Regional scale,,Q1,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,Grassland,,,,,,,,,,,,Hedgerow,"""Hedgerows are mainly composed of common ash (Fraxinus excelsior L.), often pollarded according to the local rules""",,,,,,,,Field edge,,,,,,,,,Cut,"""Hedgerows are mainly composed of common ash (Fraxinus excelsior L.), often pollarded according to the local rules""",,,,,,,,,,,,
21568085,Canavelli (2014),Multi-level analysis of bird abundance and damage to crop fields,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Multi-level+analysis+of+bird+abundance+and+damage+to+crop+fields&btnG=&hl=en&as_sdt=0%2C5,Field border,Argentina,Argentina,Department of Paraná (Entre Ríos Province),-25.607555,-54.961184,Observational,,2,Not stated,,,,,Regional scale,,Q1,,,Q4,,,,Not described,,,Cropped fields (arable),"Corn, sunflower",,,,,,,,,,,,,,,,,,,,,Trees,,,,Not described,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21568088,Cao (2015),Grass hedge effects on controlling soil loss from concentrated flow: A case study in the red soil region of China,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Grass+hedge+effects+on+controlling+soil+loss+from+concentrated+flow:+A+case+study+in+the+red+soil+re&btnG=&hl=en&as_sdt=0%2C5,Grass hedge,China,China,"Ecological Experimental Station of Red Soil, Chinese Academy of Sciences, Yujiang County, Jiangxi Province (28 12 15 N, 116 55 17 E)",28.204167,116.921388,,Manipulative,Not stated,Not stated,Plot scale,,,,,,,,,,Not described,,,Not described,,,Cropped fields (arable),Peanut,,,,,,,,,,,,,Grasses,"""Three types of grasses (Bahia grass (Paspalum notatum), Daylily (Hemerocallis fulva) and Vetiver (Vetiveria nigritana))""",,,,,,,,,,,,,Within field,,,,,,,,,,,,,,,,Sown/planted,,,,,,,
21568090,Cardarelli (2014),Effects of grass management intensity on ground beetle assemblages in rice field banks,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Effects+of+grass+management+intensity+on+ground+beetle+assemblages+in+rice+field+banks&btnG=&hl=en&as_sdt=0%2C5,Field bank,Italy,Italy,"Po plain, 13km north of Pavia (45 17 21.77 N, 09 09 26.19 E)",45.294178,9.159126,Observational,,<1,3,,Field scale,,,,,,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),Rice,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),"""Banks were naturallyvegetated and hosted on average 5.3 (±0.6) herbaceous species,belonging to 11 families. Poaceae (48.3%), Cyperaceae (16.6%), Asteraceae (12.9%) and Fabaceae (12.3) were the most abundanttaxa; dominant species were Setaria sp. (39.3%), Carex sp. (16.6%),Trifolium pratense (10.3%) and Taraxacum officinale (6.3%)""",,,,Field edge,,,Unmanaged,,,,,,Cut,Cut twice a year or cut once a month,,,,,,,,,,,,
21568091,Cárdenas (2015),The spider assemblage of olive groves under three management systems,2015,2015-2016,http://scholar.google.co.uk/scholar?q=The+spider+assemblage+of+olive+groves+under+three+management+systems&btnG=&hl=en&as_sdt=0%2C5,Hedge,Spain,Spain,"Los Pedroches (Alcaracejos and Pozoblanco) in Córdoba, Albolote and Deifontes in Granada, Andalucia",38.470594,-4.810458,Observational,,<1,Not stated,,,,,Regional scale,,,Q2,,,,Conventional,Organic,,,,,,,,,,Fruit (orchard),Olives,,,,,,,,,,,,,Hedgerow,"""Some groves were surrounded by hedge vegetation composed mainly of weeds, including Medicago sp., Capsella sp., Lamium sp., Erodium sp., Gallium sp., Raphanus sp., and Geranium sp., except for one grove (IPM in Albolote, Granada) that was near a holm oak forest""",,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21568092,Cardinali (2013),Herbicides runoff in vegetative filter strips: evaluation and validation of a recent rainfall return period model,2013,2010-2014,http://scholar.google.co.uk/scholar?q=Herbicides+runoff+in+vegetative+filter+strips:+evaluation+and+validation+of+a+recent+rainfall+return&btnG=&hl=en&as_sdt=0%2C5,Vegetative filter strip,Italy,Italy,Padova University Experimental Farm in the Po Valley,45.406766,11.877446,,Manipulative,2,4,Plot scale,,,,,,,Q2,Q3,Q4,,Conventional,,,,,Cropped fields (arable),Maize,,,,,,,,,,,,,Grasses,Festuca arudinacea,,,Shrubs,Viburnum opulus,,,Trees,Platanus hybrida,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,
21568094,Carmona (1999),Gryllus pennsylvanicus (Orthoptera : Gryllidae): Laboratory weed seed predation and within field activity-density,1999,1995-1999,http://scholar.google.co.uk/scholar?q=Gryllus+pennsylvanicus+(Orthoptera+:+Gryllidae):+Laboratory+weed+seed+predation+and+within+field+act&btnG=&hl=en&as_sdt=0%2C5,Perennial filter strip,USA,"Michigan, USA","Midland County, Michigan",43.575091,-84.354206,Observational,,<1,Not stated,Plot scale,,,,,,,,Q3,Q4,,,,Not described,,,Cropped fields (arable),Soybean,,,,,,,,,,,,,Grasses,"Switchgrass (Panicum virgatum), timothy grass (Pheum pratense)",,,,,,,,,Other (please specify),Alfalfa (Medicago sativa),,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21568096,Caron (2010),Impact of Grass and Grass with Poplar Buffer Strips on Atrazine and Metolachlor Losses in Surface Runoff and Subsurface Infiltration from Agricultural Plots,2010,2010-2014,http://scholar.google.co.uk/scholar?q=Impact+of+Grass+and+Grass+with+Poplar+Buffer+Strips+on+Atrazine+and+Metolachlor+Losses+in+Surface+Ru&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,Canada,"Québec, Canada","Farm of Institut de Recherche et Développement en Agroenvironnement (IRDA) (46 36.5 N, 71 10.5 W), St-Lambert-de-Lauzon",46.608333,-71.175003,,Manipulative,2,01-Feb,Plot scale,,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),Corn,,,,,,,,,,,,,Grasses,"""45% red fescue (Festuca rubra L.), 45% white redtop (Agrostis alba L.), and 10% ryegrass (Lolium perenne L.)""",,,,,,,Trees,Hybrid poplar (Hybrid Poulus tricharpa x Populus deltoïdes),,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,
21568101,Caubel (2003),Influence of a hedge surrounding bottomland on seasonal soil-water movement,2003,2000-2004,http://scholar.google.co.uk/scholar?q=Influence+of+a+hedge+surrounding+bottomland+on+seasonal+soil-water+movement&btnG=&hl=en&as_sdt=0%2C5,Hedge,France,France,"Massif Armoricain, north-west France, 20km west of Rennes",48.000002,-2.999999,Observational,,3,40,Plot scale,,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"Wheat, ryegrass, maize",,,,,,,,,,,,,,,,,,,Hedgerow,Hedge and bank,,,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21568102,Ceresa (2012),The importance of key marginal habitat features for birds in farmland: An assessment of habitat preferences of Red-backed Shrikes Lanius collurio in the Italian Alps,2012,2010-2014,http://scholar.google.co.uk/scholar?q=The+importance+of+key+marginal+habitat+features+for+birds+in+farmland:+An+assessment+of+habitat+pref&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,Italy,Italy,Trento province,46.051214,11.117441,Observational,,2,Not stated,,,,,Regional scale,,,Q2,Q3,,,,,Not described,Livestock,,Cropped fields (arable),,,,Viticulture,,Fruit (orchard),,Grassland,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21568104,Cey (1999),Role of the riparian zone in controlling the distribution and fate of agricultural nitrogen near a small stream in southern Ontario,1999,1995-1999,http://scholar.google.co.uk/scholar?q=Role+of+the+riparian+zone+in+controlling+the+distribution+and+fate+of+agricultural+nitrogen+near+a+s&btnG=&hl=en&as_sdt=0%2C5,"Riparian zone, uncultivated strip",Canada,"Ontario, Canada","Eastern sub-basin of the Kintore Creek watershed, 35km east of London",42.989045,-80.815538,Observational,,<1,Not stated,,Field scale,,,,,Q1,Q2,,,,Conventional,,,,,Cropped fields (arable),"Alfalfa, corn",,,,,,,,,,,,,Grasses,Dense grasses c. 1m high,,,,,,,,,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21568108,Chapman (2002),The impact of buffer strips and stream-side grazing on small mammals in southwestern Wisconsin,2002,2000-2004,http://scholar.google.co.uk/scholar?q=The+impact+of+buffer+strips+and+stream-side+grazing+on+small+mammals+in+southwestern+Wisconsin&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,USA,"Wisconsin, USA",Southwestern Wisconsin,43.196232,-90.50918,Observational,,2,Not stated,,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),"Corn, soybean",,,,,,,,,,,,,Grasses,"""Reed canary grass was the dominant plant species in the grassy buffer strips. Other species found in the buffer strips included sedge species, bluegrass, goldenrod (Solidago spp.), smooth brome grass (Bromus inermis), and stinging nettle (Urtica dioica)""",,,,,,,,,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21568111,Chaubey (1995),Effectiveness of vegetative filter strips in controlling losses of surface-applied poultry litter constituents,1995,1995-1999,http://scholar.google.co.uk/scholar?q=Effectiveness+of+vegetative+filter+strips+in+controlling+losses+of+surface-applied+poultry+litter+co&btnG=&hl=en&as_sdt=0%2C5,Vegetative filter strip,USA,"Arkansas, USA","Agricultural Experiment Station, Fayetteville (approximately 36N)",36.042994,-94.202828,,Manipulative,<1,1,Plot scale,,,,,,,Q2,,,,,,Not described,,,,,,,,,,,Grassland,grass cover 100%,,,,,Grasses,Fescue,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,Sown/planted,,,,,,,
21568113,Chen (2015),Organized variability of surface runoff responses across neighboring hillslopes in Iowa,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Organized+variability+of+surface+runoff+responses+across+neighboring+hillslopes+in+Iowa&btnG=&hl=en&as_sdt=0%2C5,Prairie filter strip,USA,"Iowa, USA",Neal Smith National Wildlife Refuge,41.558495,-93.280051,Observational,,4,4,,,,,Regional scale,,,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"Corn, soybean",,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Prairie,,,,,,Not described,,,,,,,,,,,,,,,,,,,Not described,
21568128,Christensen (2013),Identifying Riparian Buffer Effects on Stream Nitrogen in Southeastern Coastal Plain Watersheds,2013,2010-2014,http://scholar.google.co.uk/scholar?q=Identifying+Riparian+Buffer+Effects+on+Stream+Nitrogen+in+Southeastern+Coastal+Plain+Watersheds&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer ,USA,"Georgia, South Carolina, North Carolina, Virginia, USA","Watersheds within the Savannah River, Santee-Edisto Rivers, the Pee Dee River, the Cape Fear River, and the rivers of the Albemarle–Pamlico Sound within the South East Coastal Plain.",multiple,multiple,Observational,,Not stated,Not stated,,,,Catchment scale,,,,,,,Not described,,,Not described,Livestock,,Cropped fields (arable),,,,,,,,,,Other (please specify),Urban,,,,,,,,,,,,,,,Not described,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21568130,Chu (2011),"Sorption and transport of veterinary antibiotics in agroforestry buffer, grass buffer and cropland soils",2011,2010-2014,"http://scholar.google.co.uk/scholar?q=Sorption+and+transport+of+veterinary+antibiotics+in+agroforestry+buffer,+grass+buffer+and+cropland+s&btnG=&hl=en&as_sdt=0%2C5","Agroforestry buffer, grass buffer",USA,"Missouri, USA","University of Missouri (UM) Horticultural and Agroforestry Research Center (39 01 N, 92 45 W), UM Greenley Memorial Research Center (40 01 N, 92 11 W)",39.016667,-92.75,Observational,,<1,6,,Field scale,,,,,,,,,Not described,Conventional,,,Livestock,,Cropped fields (arable),"Maize, soybean",,,,,,,,,,,,,Grasses,,,,,,,,Trees,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21568137,Clews (2010),Evaluating the effects of riparian restoration on a temperate river-system using standardized habitat survey,2010,2010-2014,http://scholar.google.co.uk/scholar?q=Evaluating+the+effects+of+riparian+restoration+on+a+temperate+river-system+using+standardized+habita&btnG=&hl=en&as_sdt=0%2C5,Riparian habitat,UK,UK,River Wye,52.036856,-3.158383,Observational,,<1,7,,,,,Regional scale,,,,Q3,,,,,Not described,Livestock,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not described,,,,Riparian,,,,,,,,Cut,Coppicing,,,,,,,,,Managed (other),Fencing,,
