item_id,short_title,title,year,period,google_scholar_link,vegetated_strip_description,nation,study_country,study_location,latitute,longitude,studydesign_observational,studydesign_manipulative,Study length (years),Time since intervention (years),spatialscale_plot,spatialscale_field,spatialscale_farm,spatialscale_catchment,spatialscale_regional,spatialscale_notdescribed,measurementquarter_Q1,measurementquarter_Q2,measurementquarter_Q3,measurementquarter_Q4,measurementquarter_notdescribed,farmingsystem_conventional,farmingsystem_organic,farmingsystem_notdescribed,farmingproductionsystem_livestock,farmingproductionsystem_livestockinfo,farmingproductionsystem_croppedfields,farmingproductionsystem_croppedfieldsinfo,farmingproductionsystem_horticulture,farmingproductionsystem_horticultureinfo,farmingproductionsystem_viticulture,farmingproductionsystem_viticultureinfo,farmingproductionsystem_fruit,farmingproductionsystem_fruitinfo,farmingproductionsystem_grassland,farmingproductionsystem_grasslandinfo,farmingproductionsystem_other,farmingproductionsystem_otherinfo,farmingproductionsystem_notdescribed,farmingproductionsystem_notdescribedinfo,vegetationtype_grasses,vegetationtype_grassesinfo,vegetationtype_wildflowers,vegetationtype_wildflowersinfo,vegetationtype_shrubs,vegetationtype_shrubsinfo,vegetationtype_hedgerow,vegetationtype_hedgerowinfo,vegetationtype_trees,vegetationtype_treesinfo,vegetationtype_other,vegetationtype_otherinfo,vegetationtype_notdescribed,vegetationtype_notdescribedinfo,striplocation_withinfield,striplocation_fieldedge,striplocation_riparian,striplocation_notdescribed,stripmanagement_unmanaged,stripmanagement_unmanagedinfo,stripmanagement_soilamendment,stripmanagement_soilamendmentinfo,stripmanagement_soildisturbed,stripmanagement_soildisturbedinfo,stripmanagement_cut,stripmanagement_cutinfo,stripmanagement_grazed,stripmanagement_grazedinfo,stripmanagement_harvested,stripmanagement_harvestedinfo,stripmanagement_sownplanted,stripmanagement_sownplantedinfo,stripmanagement_pesticide,stripmanagement_pesticideinfo,stripmanagement_managedother,stripmanagement_managedotherinfo,stripmanagement_notdescribed,stripmanagement_notdescribedinfo,intervention_presence,intervention_presenceinfo,intervention_location,intervention_locationinfo,intervention_dimension,intervention_dimensioninfo,intervention_structure,itervention_structureinfo,intervention_management,intervention_managementinfo,intervention_vegetationtype,intervention_vegetationtypeinfo,intervention_management,intervention_managementinfo,intervention_other,intervention_otherinfo,intervention_transect,intervention_transectinfo,intervention_notdescribed,intervention_notdescribedinfo,outcome_biodiversityaquatic,outcome_biodiversityaquaticinfo,outcome_biodiversitysemiaquatic,outcome_biodiversitysemiaquaticinfo,outcome_biodiversityterrestrial,outcome_biodiversityterrestrialinfo,outcome_pollination,outcome_pollinationinfo,outcome_gamespecies,outcome_gamespeciesinfo,outcome_pestcontrol,outcome_pestcontrolinfo,outcome_nutrientsn,outcome_nutrientsninfo,outcome_nutrientsp,outcome_nutrientsninfo,outcome_soillossretention,outcome_soillossretentioninfo,outcome_soilsedimentchem,outcome_soilsedimentcheminfo,outcome_waterchem,outcome_watercheminfo,outcome_soilsedimentphys,outcome_soilsedimentphysinfo,outcome_waterlossretention,outcome_waterlossretentioninfo,outcome_economic,outcome_economicinfo,outcome_ghgs,outcome_ghgsinfo,outcome_pesticides,outcome_pesticidesinfo,outcome_toxins,outcome_toxinsinfo,outcome_wind,outcome_windinfo,outcome_gmpollen,outcome_gmpolleninfo,outcome_yield,outcome_yieldinfo,outcome_social,outcome_socialinfo,outcome_recreation,outcome_recreationinfo,outcome_other,outcome_otherinfo,outcome_pathogens,outcome_pathogensinfo,outcome_noncropyield,outcome_noncropyieldinfo,outcome_light,outcome_lightinfo,outcome_habitat,outcome_habitatinfo,outcome_climate,outcome_climateinfo,outcome_microbes,outcome_microbesinfo,outcome_physiology,outcome_physiologyinfo,es_provisioning_food,es_provisioning_freshwater,es_provisioning_fibrefuel,es_provisioning_biochemicalproducts,es_provisioning_geneticmaterials,es_regulating_climateregulation,es_regulating_hydrologicalregimes,es_regulating_pollutioncontrol,es_regulating_erosionprotection,es_regulating_naturalhazards,es_regulating_pestregulation,es_regulating_nutrientcycling,es_cultural_piritualinspirational,es_cultural_recreational,es_cultural_aesthetic,es_cultural_educational,es_supporting_biodiversity,es_supporting_pollination,es_supporting_soilformation
21568968,Leeds-Harrison (1999),Grassed buffer strips for the control of nitrate leaching to surface waters in headwater catchments,1999,1995-1999,http://scholar.google.co.uk/scholar?q=Grassed+buffer+strips+for+the+control+of+nitrate+leaching+to+surface+waters+in+headwater+catchments&btnG=&hl=en&as_sdt=0%2C5,Grassed buffer strip,UK,UK,"Bedfordshire, Oxfordshire, Shropshire",52.135973,-0.466657,,Manipulative,2,2,,,,Catchment scale,,,Q1,,,Q4,,,,Not described,,,Cropped fields (arable),Cereal,,,,,,,,,,,,,Grasses,"""The strips were sown with a general seed mix consisting mainly of Lolium perene L. (perennial ryegrass) and Festuca rubra L. (red fescue)""",,,,,,,,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,Buffer versus no buffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutrients N,Stream water nitrate,,,,,,,,,,,Water loss/retention,"Stream discharge, water recession time and time to peak flow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,,,,Nutrient cycling,,,,,,,
21568971,Leguedois (2008),Sediment trapping by a tree belt: processes and consequences for sediment delivery,2008,2005-2009,http://scholar.google.co.uk/scholar?q=Sediment+trapping+by+a+tree+belt:+processes+and+consequences+for+sediment+delivery&btnG=&hl=en&as_sdt=0%2C5,Tree belt,Australia,"New South Wales, Australia","Boroowa (34 22 S, 148 42 E)",-34.366666,148.699998,Observational,,<1,15,Plot scale,,,,,,,,,,Not described,,,Not described,Livestock,Sheep,,,,,,,,,,,,,,,,,,,,,,,Trees,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,Managed (other),Fenced,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,,,,,,,,,,,,,Soil loss/retention,"Runoff sediment particle size and distribution, total sediment export and budget",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erosion protection,,,,,,,,,,
21568972,Leib (2005),Erosion control practices integrated with polyacrylamide to reduce sediment loss in furrow irrigation,2005,2005-2009,http://scholar.google.co.uk/scholar?q=Erosion+control+practices+integrated+with+polyacrylamide+to+reduce+sediment+loss+in+furrow+irrigatio&btnG=&hl=en&as_sdt=0%2C5,Grass filter strip,USA,"Washington, USA",Yakima river basin,46.25291,-119.230856,Observational,,01-Feb,Not stated,,,,Catchment scale,,,,,,,Not described,,,Not described,,,Cropped fields (arable),Grain corn,,,Viticulture,,,,,,,,,,Grasses,kentucky bluegrass,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,grass strip vs furrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutrients N,"Total N, Total Kjeldahl N, Nitrate N in runoff",Nutrients P,"Total P, Particulate P, Soluble P in runoff",Soil loss/retention,sediment load,,,,,,,Water loss/retention,Irrigation runoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,Erosion protection,,,Nutrient cycling,,,,,,,
21568976,Levie (2005),"Mass releases of Aphidius rhopalosiphi (Hymenoptera: Aphidiinae), and strip management to control of wheat aphids",2005,2005-2009,"http://scholar.google.co.uk/scholar?q=Mass+releases+of+Aphidius+rhopalosiphi+(Hymenoptera:+Aphidiinae),+and+strip+management+to+control+of&btnG=&hl=en&as_sdt=0%2C5",Grassy strip,Belgium,Belgium,Louvain-la-Neuve,50.668081,4.611832,,Manipulative,2,3,,Field scale,Farm scale,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),Wheat,,,,,,,,,,,,,Grasses,"""Half the strip (50 m) was planted to red clover cv. Merviaut, host plant of A. pisum, the other half to ryegrass cv. Wigor, host plant of Metopolophium festucae (Theobald)""",,,,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,With versus without strip,,,,,,,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),"Aphid abundance, aphid parasitism",,,,,Pest control,"Aphid abundance, aphid parasitism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21568979,Lewis (2010),Management of Microbial Contamination in Storm Runoff from California Coastal Dairy Pastures,2010,2010-2014,http://scholar.google.co.uk/scholar?q=Management+of+Microbial+Contamination+in+Storm+Runoff+from+California+Coastal+Dairy+Pastures&btnG=&hl=en&as_sdt=0%2C5,"Vegetative filter strip, grassed waterway",USA,"California, USA",Tomales bay watershed,38.246307,-122.905552,Observational,,2,Not stated,,,,Catchment scale,,,,,,,Not described,,,Not described,Livestock,Pasture,,,,,,,,,,,,,,,Grasses,Annual and perrenial grasses,,,,,,,,,Other (please specify),forbs,,,,,,Not described,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,Buffer length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pathogens,Fecal coliform,,,,,,,,,,,,,,Fresh water,,,,,,Pollution control,,,,,,,,,,,
21568998,Liu (2014),Seasonal and geomorphic controls on N and P removal in riparian zones of the US Midwest,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Seasonal+and+geomorphic+controls+on+N+and+P+removal+in+riparian+zones+of+the+US+Midwest&btnG=&hl=en&as_sdt=0%2C5,Riparian zone,USA,"Indiana, USA","Leary Weber ditch and White River, Indianapolis",39.768403,-86.158068,Observational,,2,Not stated,Plot scale,,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,,,,,,,,Trees,,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,,,,,,,,,Nutrients N,"Groundwater nitrate, groundwater ammonium",Nutrients P,Groundwater soluble reactive phosphorus,,,,,,,,,Water loss/retention,Water table depth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,,,,Nutrient cycling,,,,,,,
21569002,Liu (2012),"Impact of different contour hedgerows on control of nutrient, soil and water loss on slope land in Danjiangkou Reservoir Region",2012,2010-2014,"http://scholar.google.co.uk/scholar?q=Impact+of+different+contour+hedgerows+on+control+of+nutrient,+soil+and+water+loss+on+slope+land+in+D&btnG=&hl=en&as_sdt=0%2C5",Contour hedgerow,China,China,"Xiaofuling (3245′31″N 11109′27″E), Danjiangkou County, Hubei Province",32.75,111.15,,Manipulative,Not stated,Not stated,Plot scale,,,,,,,,,,Not described,,,Not described,,,Cropped fields (arable),"winter wheat, summer maize",,,,,,,,,,,,,,,,,,,Hedgerow,Amorpha fruticosa L.; Lonicera japonica Thunb.; Hemerocallis citrina Baroni; and Juncus effuses,,,,,,,Within field,Field edge,,,,,,,,,Cut,twice a year,,,,,,,,,,,,,Strip presence,no hedgerow vs hedgerow,,,,,,,,,Vegetation type,Amorpha fruticosa L. vs Lonicera japonica Thunb. vs Hemerocallis citrina Baroni vs Juncus effuses,,,,,,,,,,,,,,,,,,,,,Nutrients N,N loss in runoff,Nutrients P,P loss in runoff,Soil loss/retention,Sediment in runoff,,,Water chemistry/quality (not N/P),K loss in runoff,Soil/sediment (physical),Topographic changes,Water loss/retention,surface runoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,Erosion protection,,,Nutrient cycling,,,,,,,Soil formation
21569003,Lizotte (2014),Influence of integrated watershed-scale agricultural conservation practices on lake water quality,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Influence+of+integrated+watershed-scale+agricultural+conservation+practices+on+lake+water+quality&btnG=&hl=en&as_sdt=0%2C5,Vegetative filter strip,USA,"Mississippi, USA","Beasley Lake, Sunflower County, latitude 3324′15″ N, longitude 9040′05″ W",33.398319,-90.676415,Observational,,14,14,,,,Catchment scale,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"Cooton, soybean, corn, milo",,,,,,,,,,,,,Grasses,Switchgrass; fescue; bahia grass,,,,,,,,,,,Not described,"""quail habitat buffer""",,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,vegetated buffer strip vs quail habitat buffer,,,,,,,,,,,,,,,,,,,,,,,,,Soil loss/retention,total suspended solids,,,Water chemistry/quality (not N/P),"Secchi depth, total dissolved solids",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresh water,,,,,,,Erosion protection,,,Nutrient cycling,,,,,,,
21569008,Long (2015),"Impacts of riparian buffer vegetation on soil quality physical parameters, 20-23 years after initial riparian buffer establishment",2015,2015-2016,"http://scholar.google.co.uk/scholar?q=Impacts+of+riparian+buffer+vegetation+on+soil+quality+physical+parameters,+20-23+years+after+initial&btnG=&hl=en&as_sdt=0%2C5",Riparian buffer,USA,"Iowa, USA",Bear creek watershed,42.182677,-93.501316,Observational,,2,20,,,,Catchment scale,,,,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"Cool season grass filter (smooth brome, reed canarygrass, and Kentucky bluegrass); switchgrass filter (heavily invaded by smooth brome ",,,,,,,Trees,hybrid poplar riparian forest buffer,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,cool-season grass filter vs switchgrass filter vs hybrid poplar buffer,,,,,Transect into field/across vegetative strip,row crop/ other habitats without buffers,,,,,,,Biodiversity (terrestrial),Percent ground and shrub canopy cover for vegetation types,,,,,,,Nutrients N,Total soil N,,,Soil loss/retention,Number of runoff events,"Soil/sediment (chemical, not N/P)",Total soil C,,,Soil/sediment (physical),"Bulk density, sand, silt, clay, texture, aggregate size distribution, particulate organic matter concentrations, standgin dead woody material, litter, bare gound",Water loss/retention,"Soil moisture, infiltration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,Erosion protection,,,Nutrient cycling,,,,,Biodiversity,,Soil formation
21569019,Lowrance (1997),Herbicide transport in a managed riparian forest buffer system,1997,1995-1999,http://scholar.google.co.uk/scholar?q=Herbicide+transport+in+a+managed+riparian+forest+buffer+system&btnG=&hl=en&as_sdt=0%2C5,Riparian forest buffer,USA,"Georgia, USA","Gibbs Farm, University of Georgia Coastla Plain Experiment Station, Tifton",31.450464,-83.508498,Observational,,2,2,Plot scale,,,,,,Q1,Q2,Q3,Q4,,Conventional,,,,,Cropped fields (arable),Corn,,,,,,,,,,,,,Grasses,"""Zone 3 is a grass filter strip, Zone 2 is an area of managed forest where trees can be harvested, and Zone 1 is an area of permanenet woody vegetation which includes the stream channel system""",,,,,,,Trees,"""Zone 3 is a grass filter strip, Zone 2 is an area of managed forest where trees can be harvested, and Zone 1 is an area of permanenet woody vegetation which includes the stream channel system""",,,,,,,Riparian,,,,,,,,,,,,Harvested,Wood harvested from central zone,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pesticides,"Herbicides (atrazine, alachlor) concetration and load",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution control,,,,,,,,,,,
21569023,Ludwig (2012),Landscape-moderated bird nest predation in hedges and forest edges,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Landscape-moderated+bird+nest+predation+in+hedges+and+forest+edges&btnG=&hl=en&as_sdt=0%2C5,Hedge,Germany,Germany,"Göttingen (51.5N, 9.9E), southern lower Saxony",51.083333,9.15,Observational,,<1,Not stated,,Field scale,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,Grassland,,,,,,,,,,,,Hedgerow,"Predominantly blackthorn, hawthorn and rose",,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,Other (please specify),connected hedge vs isolated hedge vs forest edge,,,,,,,,,Biodiversity (terrestrial),daily nest survival rate (artificial nests),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organism physiology/condition,percentage of predated nests,,,,,,,,,,,,,,,,,Biodiversity,,
21569025,Ludy (2004),How to catch foliage-dwelling spiders (Araneae) in maize fields and their margins: a comparison of two sampling methods,2004,2000-2004,http://scholar.google.co.uk/scholar?q=How+to+catch+foliage-dwelling+spiders+(Araneae)+in+maize+fields+and+their+margins:+a+comparison+of+t&btnG=&hl=en&as_sdt=0%2C5,Margin strip,Germany,Germany,"Bavarian State Research Center for Agriculture located in Swabia, Frankonia and Upper Bavaria",50.850273,9.066284,,Manipulative,<1,Not stated,,,Farm scale,,,,,,Q3,,,Conventional,,,,,Cropped fields (arable),Maize,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),stinging-nettles and various others herbs,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,Pesticide,Herbicide applied once in May,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,margin strip vs maize field,,,,,,,Biodiversity (terrestrial),"species richness, density and abundance of spiders",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21569031,Lütz (2002),Implementation of landscape planning and nature conservation in the agricultural landscape - A case study from saxony,2002,2000-2004,http://scholar.google.co.uk/scholar?q=Implementation+of+landscape+planning+and+nature+conservation+in+the+agricultural+landscape+-+A+case+&btnG=&hl=en&as_sdt=0%2C5,"Buffer zone, field margin",Germany,Germany,"Promnitztal, Saxony",51.10454,13.201739,Observational,,3,Not stated,,,,,Regional scale,,,,,,Not described,,,Not described,,,Cropped fields (arable),,,,,,,,Grassland,,,,,,,,,,,,,,,,,,Not described,,,Field edge,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,Other (please specify),Buffer zone vs field margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Economic (farming),"Economic benefit/loss, direct area loss, indirect area loss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21569033,Lyngby (1981),THE SPATIAL DISTRIBUTION OF CARABIDS COLEOPTERA CARABIDAE IN RELATION TO A SHELTERBELT,1981,1980-1984,http://scholar.google.co.uk/scholar?q=THE+SPATIAL+DISTRIBUTION+OF+CARABIDS+COLEOPTERA+CARABIDAE+IN+RELATION+TO+A+SHELTERBELT&btnG=&hl=en&as_sdt=0%2C5,Shelterbelt,Denmark,Denmark,"Lyngbygaard, 8km west of Aarhus",56.163572,10.023754,Observational,,<1,Not stated,,Field scale,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,Trees,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),Carabid abundance and diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21569034,Lynn (2007),Field Margin Weed-Species Diversity in Relation to Landscape Attributes and Adjacent Land Use,2007,2005-2009,http://scholar.google.co.uk/scholar?q=Field+Margin+Weed-Species+Diversity+in+Relation+to+Landscape+Attributes+and+Adjacent+Land+Use&btnG=&hl=en&as_sdt=0%2C5,Field margin,USA,"Wisconsin, USA","Wisconsin counties: Adams, Dane, Fond du Lac, Grant, Trempeleau, and Walworth",43.250547,-89.501509,Observational,,Not stated,Not stated,,,,,Regional scale,,,,,,Not described,,,Not described,,,,,,,,,,,,,,,Not described,,Grasses,Buffer strip (perennial and annual grass),,,Shrubs,"woody shrubs, annual and perennial broadleaves, understory of brush",,,Trees,Forest boundary ,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,Forest boundary vs Fence row vs fence row wooded vs Road ditch vs buffer,,,,,,,,,,,,,Biodiversity (terrestrial),weed species richness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21569036,Ma (2008),Multi-scale responses of plant species diversity in semi-natural buffer strips to agricultural landscapes,2008,2005-2009,http://scholar.google.co.uk/scholar?q=Multi-scale+responses+of+plant+species+diversity+in+semi-natural+buffer+strips+to+agricultural+lands&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,Finland,Finland,"Lepsämä River watershed, Nurmijärvi, Southern Finland.(60 23' - 60 28'N, 24 31'- 24 43'E). ",60.346167,24.721716,Observational,,<1,Not stated,,,,Catchment scale,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),small grain cereals and vegetables,,,,,,,,,,,,,Grasses,"Elymus repens, Alopecurus pratensis, Phleum pratense, Festuca pratensis, Aegopodium podagraria, Cirsium arvense, Anthriscus sylvestris, Phalaris arundinacea",,,,,,,,,Other (please specify),"Artemisia vulgaris, and Taraxacum spec",,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,Other (please specify),Agricultural land use around buffer strip,,,,,,,,,Biodiversity (terrestrial),plant species richness and evenness in buffer strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21569048,Macleod (2004),Habitat associations and breeding success of the Chaffinch Fringilla coelebs,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Habitat+associations+and+breeding+success+of+the+Chaffinch+Fringilla+coelebs&btnG=&hl=en&as_sdt=0%2C5,Boundary,UK,UK,"Angus (Memus 5640′N, 250′W; 208 ha) and Fife, (Gilston; 5620′N, 3W; 196 ha),",56.684466,-2.970135,Observational,,3,Not stated,,,Farm scale,,,,,Q2,,,,Conventional,,,Livestock,pasture,Cropped fields (arable),"spring and winter barley, winter wheat, winter oats, oilseed rape, potatoes",,,,,,,Grassland," silage, grass ley",,,,,,,,,,,Hedgerow,,Trees,tree-line or wood-edge,Other (please specify),"field margin (grassy, herbaceous strip)",,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,field margin vs hedge vs tree-line/wood edge,,,,,,,,,,,,,Biodiversity (terrestrial),Territory density count of chaffinches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21569054,Maisonneuve (2001),Importance of riparian habitats for small mammal and herpetofaunal communities in agricultural landscapes of southern Quebec,2001,2000-2004,http://scholar.google.co.uk/scholar?q=Importance+of+riparian+habitats+for+small+mammal+and+herpetofaunal+communities+in+agricultural+lands&btnG=&hl=en&as_sdt=0%2C5,Riparian strip,Canada,"Québec, Canada","Boyer River watershed, St. Lawrence River near Québec City",46.807325,-71.210716,Observational,,2,Not stated,,,,Catchment scale,,,,,Q3,,,,,Not described,,,Cropped fields (arable),cereal,,,,,,,Grassland,hay,,,,,Grasses,"Phalaris arundinacea, Bromus inermis, and Calamagrostis canadensis, Impatiens capensis,",,,Shrubs,"shrubby riparian strips (dominated by Prunus virginiana, Spirea latifolia, Rubus idaeus, Alnus rugosa, Crataegus spp., and Cornus stolonifera.)",,,Trees,"most abundant species are Acer negundo, Salix spp., Fraxinus spp., Acer saccharum, P. virginiana, and Populus tremuloides",Other (please specify),"Eupatorium maculatum, Prunella vulgaris, and Fragaria virginiana",,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,herbacesous vs shrubby vs wooded,,,,,,,,,,,,,Biodiversity (terrestrial),"small mammal abundance, herpetofauna abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21569056,Makulec (2004),"Lumbricidae communities in several years old midfield shelterbelt (Turew region, Western Poland)",2004,2000-2004,"http://scholar.google.co.uk/scholar?q=Lumbricidae+communities+in+several+years+old+midfield+shelterbelt+(Turew+region,+Western+Poland)&btnG=&hl=en&as_sdt=0%2C5",Shelterbelt,Poland,Poland,"Turew, western Poland",52.058832,16.826234,,Manipulative,2,7,Plot scale,,,,,,,Q2,Q3,Q4,,Conventional,,,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,Trees,,,,,,Within field,,,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),"Lumbricidae (worm) density, species richness, biomass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,Soil formation
21569058,Mander (1997),Efficiency and dimensioning of riparian buffer zones in agricultural catchments,1997,1995-1999,http://scholar.google.co.uk/scholar?q=Efficiency+and+dimensioning+of+riparian+buffer+zones+in+agricultural+catchments&btnG=&hl=en&as_sdt=0%2C5,Buffer zone,Estonia,Estonia,"Proijogi River and Viiratsi, Viljandi County",58.356708,25.625304,Observational,,Not stated,14,,Field scale,,,,,,,,,Not described,,,Not described,Livestock,Pigs,,,,,,,,,,,,,,,,,,,,,,,Trees,Grey alder,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,,,,,,,,,Nutrients N,"Hydrolic load, retention capacity, removal efficiency",,,,,,,,,,,Water loss/retention,Overland and subsurface flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,,,,Nutrient cycling,,,,,,,
21569060,Mander (2008),Gaseous nitrogen and carbon fluxes in riparian alder stands,2008,2005-2009,http://scholar.google.co.uk/scholar?q=Gaseous+nitrogen+and+carbon+fluxes+in+riparian+alder+stands&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer,Multiple,"Estonia, Germany","Tartu county, Sirvaku, Estonia 58 13N; 26 47E; Muncheberg, Brandenburg state, Germany , 52 50N; 14 14E",multiple,multiple,Observational,,4,Not stated,,,,Catchment scale,,,Q1,Q2,Q3,Q4,,,,Not described,,,,,,,,,,,Grassland,,Other (please specify),abandoned field,,,,,,,,,,,Trees,grey alder,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,"buffer edge, buffer wet, buffer dry",,,,,,,,,,,,,,,Nutrients N,"soil %N, NH4-N, NO3-N, N2 flux",,,,,"Soil/sediment (chemical, not N/P)","Soil % C, soil pH",,,Soil/sediment (physical),Soil dry matter,,,,,GHGs,"CH4 flux, CO2 flux, N2O flux,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation,,Pollution control,,,,Nutrient cycling,,,,,,,Soil formation
