"","article_id","region","title","authors","hazard","response","sdgs","actor"
"401",6714120," Europe","Barriers to the implementation of climate change adaptation in land use planning A multi-level governance problem?","Juhola, S"," Extreme precipitation and inland flooding|||Sea level rise"," Institutional"," Sustainable cities & communities"," National government||| Sub-national government||| Local government"
"402",6714122," North America","Adaptation to climate change in Quebec's coastal zone: a difficult transformation of public action","Noblet, M; Brisson, G","Sea level rise||| Other1||| Loss of Arctic sea ice"," Institutional||| Technological/infrastructural"," Sustainable cities & communities"," Sub-national government"
"403",6714124," Europe","Competing priorities: how actors and institutions influence adaptation of the German railway system","Rotter, M; Hoffmann, E; Pechan, A; Stecker, R"," Extreme precipitation and inland flooding||| No information or not assessed1"," Institutional||| Technological/infrastructural"," Industry/innovation/technology"," Private sector corporations||| National government"
"404",6714125," North America","An adaptation index to high summer heat associated with adverse health impacts in deprived neighborhoods","Belanger, D; Abdous, B; Gosselin, P; Valois, P"," Increased frequency and intensity of extreme heat","Behavioural/cultural"," Health & wellbeing"," Individuals or households"
"405",6714126," North America||| Europe","GREEN INFRASTRUCTURE, CLIMATE CHANGE AND SPATIAL PLANNING: LEARNING LESSONS ACROSS BORDERS","Samora-Arvela, A; Ferrao, J; Ferreira, J; Panagopoulos, T; Vaz, E"," General climate impacts||| Increased frequency and intensity of extreme heat||| Extreme precipitation and inland flooding"," Ecosystem-based||| Technological/infrastructural"," Sustainable cities & communities"," Local government||| National government"
"406",6714127," Europe","Integrating the ecosystem-based approach into municipal climate adaptation strategies: The case of Germany","Zolch, T; Wamsler, C; Pauleit, S"," Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat"," Institutional||| Ecosystem-based"," No information or not assessed2"," Local government"
"407",6714128," Europe||| North America||| Asia||| Australasia","Urban Floods and Climate Change Adaptation: The Potential of Public Space Design When Accommodating Natural Processes","Silva, MM; Costa, JP"," Extreme precipitation and inland flooding"," Technological/infrastructural"," Sustainable cities & communities"," Local government"
"408",6714130," Europe||| Australasia||| North America||| Asia","Voluntary programmes for building retrofits: opportunities, performance and challenges","van der Heijden, J"," General climate impacts||| No information or not assessed1"," Technological/infrastructural|||Behavioural/cultural"," Energy security||| Sustainable cities & communities"," National government||| Private sector SMEs||| Individuals or households||| Civil Society- sub-national or local||| Local government||| Sub-national government||| Private sector corporations"
"409",6714131," Asia","Coastal protection measures, case study (Mediterranean zone, Egypt)","Masria, A; Iskander, M; Negm, A"," Other1|||Sea level rise"," Ecosystem-based||| Technological/infrastructural||| Institutional"," Other2","No information or not assessed3"
"410",6714132,"Africa","Sand dams: A sustainable solution for water scarce regions","Mhlanga, N."," Drought||| No information or not assessed1||| Extreme precipitation and inland flooding||| General climate impacts"," Technological/infrastructural||| Ecosystem-based||| Institutional"," Consumption & production||| Clean water & sanitation||| Food security||| Terrestrial & freshwater ecosystem services"," National government|||International or multinational governance institutions||| Civil Society- sub-national or local||| Private sector corporations"
"411",6714134," Europe","Municipal collaborative planning boosting climate resilience in the built environment","Flyen, C; Hauge, AL; Almas, AJ; Godbolt, AL"," No information or not assessed1||| General climate impacts||| Extreme precipitation and inland flooding"," Institutional"," Sustainable cities & communities"," Local government||| Private sector corporations||| Other||| National government"
"412",6714137," Australasia","Equity and climate change: Local adaptation issues and responses in the City of Lake Macquarie, Australia","McManus, P; Shrestha, KK; Yoo, D"," Extreme precipitation and inland flooding|||Sea level rise||| Increased frequency and intensity of extreme heat||| Drought||| General climate impacts"," Institutional||| Technological/infrastructural|||Behavioural/cultural"," Sustainable cities & communities||| Health & wellbeing||| Inequalities (Other than gender)||| Marine & coastal ecosystem services"," Local government||| Individuals or households"
"413",6714138," Asia||| Central and South America||| North America||| Europe","Analytical framework to evaluate the level of integration of climate adaptation and mitigation in cities","Grafakos, S; Trigg, K; Landauer, M; Chelleri, L; Dhakal, S"," General climate impacts"," Institutional"," Sustainable cities & communities"," Local government"
"414",6714139," Central and South America","Governing green change: Ecosystem-based measures for reducing landslide risk in Rio de Janeiro","Sandholz, S; Lange, W; Nehren, U"," Extreme precipitation and inland flooding||| Other1||| Precipitation variability"," Ecosystem-based||| Technological/infrastructural"," Sustainable cities & communities||| Inequalities (Other than gender)||| Terrestrial & freshwater ecosystem services|||Poverty"," Local government||| Civil Society- sub-national or local||| Sub-national government||| Individuals or households"
"415",6714140," Asia","Assessing Strategies for Urban Climate Change Adaptation: The Case of Six Metropolitan Cities in South Korea","Lee, JS; Kim, JW"," General climate impacts||| Precipitation variability||| Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat"," Institutional||| Technological/infrastructural||| Ecosystem-based|||Behavioural/cultural"," Sustainable cities & communities||| Clean water & sanitation||| Consumption & production||| Energy security||| Food security||| Marine & coastal ecosystem services||| Health & wellbeing||| Terrestrial & freshwater ecosystem services"," Local government||| Civil Society- international/multinational/national||| National government"
"416",6714141,"Africa","Doing more with the same: A reality-check on the ability of local government to implement Integrated Coastal Management for climate change adaptation","Rosendo, S; Celliers, L; Mechisso, M"," Drought||| Extreme precipitation and inland flooding||| Precipitation variability||| General climate impacts"," Institutional"," Work and economic growth|||Poverty||| Food security||| Sustainable cities & communities||| Health & wellbeing||| Marine & coastal ecosystem services"," Local government||| National government||| Civil Society- sub-national or local||| Private sector corporations||| Sub-national government"
"417",6714142," Central and South America","Mainstreaming climate adaptation in the megacity of Sao Paulo, Brazil","Di Giulio, GM; Bedran-Martins, AMB; Vasconcellos, MD; Ribeiro, WC; Lemos, MC"," Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat||| Drought||| Precipitation variability"," Institutional"," No information or not assessed2||| Sustainable cities & communities"," Local government||| Civil Society- sub-national or local||| National government||| Private sector corporations"
"418",6714144," Europe","Introducing nature-based solutions into urban policy - facts and gaps. Case study of Poznan","Zwierzchowska, I; Fagiewicz, K; Ponizy, L; Lupa, P; Mizgajski, A"," Extreme precipitation and inland flooding||| No information or not assessed1"," Technological/infrastructural||| Ecosystem-based"," Sustainable cities & communities||| Health & wellbeing||| Clean water & sanitation"," Local government"
"419",6714150," Europe","Leadership within regional climate change adaptation networks: the case of climate adaptation officers in Northern Hesse, Germany","Stiller, S; Meijerink, S"," No information or not assessed1||| General climate impacts"," Institutional"," Peace justice & strong institutions||| No information or not assessed2"," National government||| Sub-national government||| Local government||| Private sector corporations||| Civil Society- sub-national or local"
